Name,Zone,Price,URL,Bedrooms,Area,Floor,Description,Source,Scraped At
Apartamento Remax,"Campolide, Lisboa",1100,,T1,51 m²,0,,Remax,2025-01-19 15:42:39
Apartamento Remax,"Campo de Ourique, Lisboa",1150,,T1,51 m²,0,,Remax,2025-01-19 15:42:39
Apartamento Remax,"Campo de Ourique, Lisboa",1050,,T1,56 m²,0,,Remax,2025-01-19 15:42:39
Apartamento Remax,"Campo de Ourique, Lisboa",1100,,T1,60 m²,0,,Remax,2025-01-19 15:42:39
Apartamento Remax,"Lumiar, Lisboa",950,,T1,63 m²,0,,Remax,2025-01-19 15:42:39
Apartamento Remax,"Alvalade, Lisboa",700,,T1,37 m²,0,,Remax,2025-01-19 15:42:39
Apartamento Remax,"Campolide, Lisboa",1100,,T1,51 m²,0,,Remax,2025-01-19 15:45:35
Apartamento Remax,"Campo de Ourique, Lisboa",1150,,T1,51 m²,0,,Remax,2025-01-19 15:45:35
Apartamento Remax,"Campo de Ourique, Lisboa",1050,,T1,56 m²,0,,Remax,2025-01-19 15:45:35
Apartamento Remax,"Campo de Ourique, Lisboa",1100,,T1,60 m²,0,,Remax,2025-01-19 15:45:35
Apartamento Remax,"Lumiar, Lisboa",950,,T1,63 m²,0,,Remax,2025-01-19 15:45:35
Apartamento Remax,"Alvalade, Lisboa",700,,T1,37 m²,0,,Remax,2025-01-19 15:45:35
Apartamento Remax,"Campolide, Lisboa",1100,https://www.remax.pt/pt/imoveis/arrendamento-apartamento-t1-lisboa-campolide/125831006-149,T1,51 m²,0,,Remax,2025-01-19 15:48:16
Apartamento Remax,"Campo de Ourique, Lisboa",1150,https://www.remax.pt/pt/imoveis/arrendamento-apartamento-t1-lisboa-campo-de-ourique/121831120-407,T1,51 m²,0,,Remax,2025-01-19 15:48:16
Apartamento Remax,"Campo de Ourique, Lisboa",1050,https://www.remax.pt/pt/imoveis/arrendamento-apartamento-t1-lisboa-campo-de-ourique/122911652-59,T1,56 m²,0,,Remax,2025-01-19 15:48:16
Apartamento Remax,"Campo de Ourique, Lisboa",1100,https://www.remax.pt/pt/imoveis/arrendamento-apartamento-t1-lisboa-campo-de-ourique/122911652-58,T1,60 m²,0,,Remax,2025-01-19 15:48:16
Apartamento Remax,"Lumiar, Lisboa",950,https://www.remax.pt/pt/imoveis/arrendamento-apartamento-t0-lisboa-lumiar/125191046-46,T1,63 m²,0,,Remax,2025-01-19 15:48:16
Apartamento Remax,"Alvalade, Lisboa",700,https://www.remax.pt/pt/imoveis/arrendamento-apartamento-t0-lisboa-alvalade/122911637-43,T1,37 m²,0,,Remax,2025-01-19 15:48:16
"T1 com Estacionamento, Penha de França (Alto de S. João)","Rua Forte de Santa Apolónia, Santa Apolónia - Cruz da Pedra, Penha de França, Lisboa, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/t1-com-estacionamento-penha-de-franca-alto-de-s-joao-IDRxCh,T1,53 m²,0,"T1 para Arrendamento em Zona Tranquila de Lisboa – Ótima Localização e Comodidades Características principais do imóvel: Tipologia: T1 (1 quarto, 1 sala de estar) Estado de conservação: Imóvel em...",Imovirtual,2025-01-20 13:31:26
Arrendo T1 mobiliado c/ garagem (junto Marquês / Av. Liberdade),"Rua do Conde de Redondo, Av. da Liberdade - Marquês de Pombal, Santo António, Lisboa, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/arrendo-t1-mobiliado-c-garagem-junto-marques-av-liberdade-ID16TT2,T1,63 m²,0,O apartamento tem adicionalmente as seguintes características: - mobiliado; - cozinha equipada; - duas exposições solares; - varanda com marquise nas traseiras; - aquecimento central; - arrumos;...,Imovirtual,2025-01-20 13:31:26
T1 com Varanda e Vista para Monsanto - Arrendamento em Campolide,"Bairro de Campolide, Campolide, Lisboa, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/t1-com-varanda-e-vista-para-monsanto-arrendamento-em-campolide-ID1g2Tp,T1,56 m²,0,"T1 remodelado, com 56m², situado em Campolide.Características do imóvel:- 1 quarto, 1 casa de banho com banheira, 1 marquise, 1 sala, 1 cozinha e 1 quarto com roupeiro embutido e varanda com vista par...",Imovirtual,2025-01-20 13:31:26
Arrenda-se T1 mobilado e equipado sem fiador,"Bairro do Condado, Marvila, Lisboa, Lisboa",820,https://www.imovirtual.com/pt/anuncio/arrenda-se-t1-mobilado-e-equipado-sem-fiador-ID1g4zP,T1,60 m²,0,Apartamento mobilado e equipado para arrendamento anual com contrato nas Finanças. Poderá ficar equipado com louças e roupas de cama. Para entrada no arrendamento 1mês de renda e 1 caução equivalente ...,Imovirtual,2025-01-20 13:31:26
